0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0.66789836,0.34502694,0.4903364,0.92675316,0.79575807,0.1763633,0.7866975,0.55584604,0.051873412,0.8568645,0.8961495,0.857748,1.0,0.5330189,0.20628257,0.2852691,-0.0029158194,0.0003290847,0.0018891437,0.00064692926,0.00025910535,0.0008368942,-0.000308996,-0.00024403443,-0.00020877902,0.0003082591,0.00026213477,-0.00067052373,-0.00048164895,5.887929e-05,0.007059834,-6.436542e-05,0.00030464708,-0.00016861704,0.9999879,-0.00022816837,0.00013432858,0.00018202061,-0.00048741285,1.2737728e-06,-0.0001977715,-0.00044794122,-0.00016418695,-0.00053854525,-0.00081331364,-0.00017987462,2.7108457e-05,-0.00042950863,0.00023558477,0.00010316458,3.5785437e-05,-0.007026758,0.006350646,-0.00039342858,-0.0002785831,-0.00309254
0.6093255,0.32418784,0.17538019,0.30066755,0.095288396,0.13205267,0.106542684,0.5201306,0.056069795,0.9173455,0.95011145,0.9134986,0.9982657,0.001480054,0.06688641,0.071019575,0.23381478,0.28109783,0.45541012,0.00017840942,-0.0005385405,-0.0003005226,6.4380874e-05,4.895634e-05,1.94708e-05,3.6624973e-05,-0.00096492603,0.00031681886,-0.0003419548,0.0006345782,0.0007797534,-0.00018492834,-0.0005507766,-0.00034708553,0.98779964,6.870848e-05,0.00017614895,0.00018108966,0.00023698153,-0.00023269016,-9.467258e-05,-0.00020511907,-0.00014703567,0.00010500901,0.00061273057,-0.0008078381,-1.6998427e-05,0.00040524325,-0.0002352809,5.6071905e-05,0.0001697259,-0.015526941,-0.009676581,0.0002327352,2.8045113e-05,0.0008095743
0.6624511,0.339564,0.50784826,0.9437624,0.63225675,0.33793157,0.6215185,0.8387077,0.13321683,0.86368024,0.90866166,0.85797083,0.9999999,0.0018776226,0.41231325,0.52952033,0.18788497,0.23182376,0.37557942,0.00013115333,2.618917e-05,0.00014270667,0.00051966263,-0.0011640341,-0.00020095306,0.00052655174,-0.0005357979,-0.00025160797,-0.0010428386,0.00062779454,-0.0014057145,-0.00039418644,-0.00029612318,0.00073834293,0.99986506,-0.0002971318,0.00013424421,-0.00061218697,0.00018239897,0.00017052464,0.0003007812,-0.0002078811,-0.0008038792,-0.0005350976,0.0007699451,-0.00032102328,-0.00051712943,-0.00033156094,0.00048946164,0.0001979114,0.0009070806,0.03135721,-0.0006053978,0.00019836004,-0.0012785974,0.018988818
0.6332093,0.12437082,0.37130624,0.6681076,0.18880981,0.10032768,0.20265134,0.16206403,0.02382696,0.9216077,0.9563421,0.9257116,0.9997092,0.26040968,0.0046029645,-0.000572946,-0.0016457244,0.0018414716,0.0026527096,0.00011706283,-0.0002098867,-0.00026556102,5.8272417e-06,-0.00035319378,-0.0004154416,0.0004164369,-0.00017851204,0.00039224076,-0.00028244793,0.00011138408,0.002129484,0.00022284476,-0.00042011635,0.00021237323,0.9991989,-6.606823e-05,2.986606e-05,-0.000118024094,-6.57307e-05,-0.0007188059,8.169867e-05,0.0001393833,-4.1637395e-06,0.00019087183,9.621016e-05,0.0002494211,-0.00024062458,-0.00012652588,0.0002596208,-5.9118116e-05,5.6326626e-06,-0.002983116,-0.0014496356,0.0001626086,-0.00026044884,0.009591018
0.6260933,0.24565558,0.18964848,0.34020993,0.11134546,0.14667512,0.109073035,0.27799034,0.047072116,0.908897,0.946695,0.90710586,0.9938256,-0.00024102232,-0.0048540267,-0.0017248944,-0.00050099957,-0.0037795664,0.0025855291,-0.00026749703,-0.0002687254,4.328738e-05,-0.00017862064,0.0008964725,0.0002294941,-5.996146e-06,-0.00020159704,-0.00026027884,0.00021888345,5.2662697e-05,0.0012101004,1.9814932e-05,0.00032349254,-0.00012482227,0.9974305,0.00020528583,-0.00010235386,-0.0003160077,-0.0003022686,0.00010472394,-0.0006245824,-0.00021625771,-0.0002498491,-0.0005448265,-0.00015458334,-0.00020437338,7.3200514e-05,-0.00023933913,-7.771625e-05,-0.00014756952,0.00054730027,-0.0008197723,0.005935961,-0.00010984769,0.0001387572,0.00056378724
0.6551697,0.20800835,0.4960057,0.91057754,0.3202743,0.10322711,0.3137329,0.40448597,0.059977073,0.8747146,0.9167884,0.87750524,0.99997747,-0.0026546994,0.0019683817,0.0009826982,0.0012873643,-0.0010405452,0.0077083106,-1.3607496e-05,-0.0001642066,-0.00043452822,-0.00022069731,0.00025155643,7.361913e-05,0.0002785212,-0.00036482347,-0.00013024404,-0.00014463338,0.00028663417,0.0007172468,-8.760791e-06,-0.00014681488,3.1880772e-06,0.9988525,4.063797e-05,-0.00013884772,-0.00012697568,-7.466645e-05,-2.4160257e-05,-2.2919718e-05,-0.00011200454,-6.255726e-05,-0.00018966937,1.8749954e-05,-0.00024781757,-6.42682e-05,-0.0002221654,-3.860324e-05,-1.0498916e-05,-8.089153e-05,-0.0039143735,0.00042622906,0.00015944886,0.00019632257,0.0017145837
0.6172035,0.19232792,0.4788929,0.8743601,0.2945292,0.18615957,0.29118675,0.32013354,0.06417109,0.8790257,0.9221348,0.8780634,0.99947715,0.00061102764,0.00033540395,0.00097023626,0.00044920962,0.0021079427,0.0007187931,-3.624949e-05,-0.00016823685,-0.00017719828,-5.8280813e-05,0.00016774304,1.0592834e-05,5.855954e-05,-0.00020654943,-0.00017396585,6.0810737e-05,2.161817e-05,0.0046174256,0.0002015523,-0.00019675208,5.224443e-06,0.0011078173,1.775905e-05,-9.2914364e-05,-0.00022965811,-0.00027764114,9.454713e-05,-7.2964845e-05,0.00010356663,-0.00025741823,-5.510624e-05,-9.870397e-05,-0.000248255,5.8050195e-05,-3.4444656e-05,-0.00012858966,-0.000120048615,9.8067794e-05,0.84590197,-0.0005506188,0.0001097748,-4.3198e-05,0.0020555323
0.22412078,0.23020689,0.2929038,0.5379566,0.09238954,0.30439642,0.09068009,0.19932112,0.07663172,0.954588,0.9867975,0.9554519,-0.0011262544,-0.00020511216,-4.449743e-05,0.00038665775,-0.0012428648,-0.00064299407,0.001015764,5.181943e-05,-0.00016852407,2.1547312e-05,-0.00020238884,6.6498e-05,-1.0807926e-05,2.5226836e-05,-1.1844109e-05,-6.211332e-05,5.5554556e-05,7.046992e-05,0.0012841232,5.166633e-05,-4.020788e-05,8.270606e-05,0.0015639818,6.554913e-05,-0.00011710393,-7.185475e-05,-0.00011710281,-0.00010650475,-0.00011933157,8.900281e-05,-7.52934e-05,-7.28108e-06,-8.71113e-05,-0.00011150623,-4.05725e-05,0.000108418666,9.191638e-05,-0.00016864492,-4.570625e-05,-0.004036912,0.99853754,-5.3500262e-05,-0.00025311555,0.99862283
0.6303253,-0.014686311,0.49901202,0.90291506,0.6498703,0.32552925,0.64906186,0.13525571,0.10214622,0.8829589,0.92162293,0.88553935,0.9999961,-0.0052583963,0.13383688,0.001747491,0.0022270952,0.00403962,-0.0006204575,-0.00020160736,-0.00018020908,-0.00015966505,-0.00018694362,0.0001732165,7.218472e-05,0.00013404588,-0.00039949422,-0.00030018835,-5.412352e-06,-0.0001817211,0.002716562,9.720779e-05,5.5795354e-05,4.745675e-05,0.9991021,2.427996e-05,-0.00022862414,-7.9254234e-05,-0.00013669571,1.819097e-05,-8.371324e-05,0.00031460493,-4.291626e-05,-9.0681075e-05,0.00023926666,-0.0002593438,7.163995e-05,1.6386111e-06,0.00015203854,-0.000115987525,-0.0001757291,-0.0016270117,0.0037710716,3.677848e-05,0.000120784134,-0.009605092
0.63146853,0.37352633,0.16639264,0.31554478,0.08578372,0.5920657,0.08580821,0.927635,0.094812535,0.9206178,0.95400417,0.9405768,0.9996639,0.0019534728,0.31328902,0.40712443,0.26901546,0.33369166,0.5427305,-0.00069609104,-0.0006955071,2.0810112e-06,-8.043033e-06,0.0002760619,-0.0004976777,-6.89047e-05,-0.00022553894,0.00015587453,0.0003559834,0.00043951484,-0.00022510905,8.9732e-05,-0.0011109408,-0.00056304754,0.99607474,-1.8523331e-05,-0.00029005145,0.0005997249,0.0011932759,0.00017653927,-0.00048967055,-0.00082561374,0.0004495525,0.0008695127,-3.0533018e-05,-0.001182447,-0.00012934282,0.0016814744,-0.00064121303,-0.00025996895,0.0006384215,0.003166695,0.99302024,0.00013654686,-9.675511e-05,-0.0038966767
0.6957109,0.19194363,0.51549953,0.92825776,0.890717,0.18661468,0.8893297,0.2862401,0.07278336,0.8652671,0.9024826,0.8661423,0.99999946,-0.0004674275,-0.0019309493,0.002050879,-0.00015491052,0.00032364065,0.0049520754,0.0003726981,-9.286153e-05,-9.5842755e-05,-0.0001514257,7.866719e-05,-4.4337903e-05,-0.00052234187,-2.2421933e-05,-3.3031858e-05,-0.00017569496,0.00023142378,-0.0010736315,0.000114254566,-0.00059158326,0.0003127873,0.99605924,-7.4234355e-05,-2.905348e-05,-8.248801e-05,-0.00027696215,1.2368724e-05,0.00028615355,-6.3996784e-05,-0.00019341995,-1.753075e-05,-4.4320826e-05,-5.380243e-07,-2.5925881e-05,-3.7870414e-06,-0.00038115788,-0.00020277477,-0.00021398891,0.013601675,-0.0029899222,8.058851e-08,0.0005319319,0.0044236993
0.6676053,0.3447414,0.47374216,0.894933,0.17066559,0.6226604,0.21850513,0.71096593,0.052633703,0.9261851,0.9570974,0.9318409,0.9997997,0.01255821,0.35755703,0.4977584,0.1639227,0.18590151,0.35589018,-0.0016123019,-5.717372e-05,0.002499793,-0.00028444495,0.00033299203,-0.00082809036,0.00045475908,0.00054079585,0.00043002353,0.00030145812,-0.0012227065,-0.0029289862,0.0008075496,0.0019090544,-0.0014475118,0.9964533,-0.00021068414,-0.00013003446,0.0007846141,-0.0013376309,-0.0009648681,1.104892e-05,-0.00015880138,0.0005507761,0.0012001025,-0.002113622,-0.0007617362,-0.0008993495,0.0015292567,-0.0021570718,4.543652e-05,0.00094380276,-0.0012464703,0.99895024,-0.00080160034,0.0019167081,0.02230855
0.6373745,0.00044226644,0.50216895,0.9115619,0.73305297,0.3440692,0.73185635,0.15180732,0.10602396,0.8802478,0.9171592,0.8818174,0.99999917,-0.0052085933,0.11925145,0.0019367075,0.0018939987,0.004118671,-0.0016792405,-5.0022558e-05,-0.00012490441,2.1662912e-05,-0.00016841594,0.00010473252,-2.1161562e-05,0.000107753294,-0.00024869468,-0.0003357047,-0.00011237213,-0.0001689651,0.0009450304,5.2493087e-05,7.6635355e-05,-2.1229702e-05,0.9993263,-1.4705291e-05,-0.00021656475,-7.4665295e-05,-0.00013514704,6.2553365e-05,-9.5913274e-05,0.00026272886,-1.2015196e-05,-0.00010267798,0.00018836148,-0.00019435107,2.5520145e-05,2.5259147e-05,7.1848066e-05,-0.00010331698,-7.2054725e-05,0.0015772829,0.0033121784,-5.4261618e-05,0.00015432923,-0.009040372
0.2013746,0.2108881,0.47595373,0.8732457,0.15265605,0.6838709,0.13789034,0.106585495,0.077278584,0.942495,0.98630387,0.94169617,0.0024896725,-0.0028033913,0.0006669414,0.00078600534,-0.00038406247,-0.0007009235,0.00046171327,-6.957425e-05,-0.00014214109,-0.00027280996,6.2122024e-05,3.0234252e-05,-0.00025651732,0.00020284581,2.8296592e-05,-0.0002771105,-1.9298663e-05,0.00010796107,0.00032421993,6.3236934e-05,-0.00020280332,-4.7795103e-05,0.0026258836,7.1417955e-05,-0.00027644122,-8.57507e-05,-3.3435128e-05,0.0001441937,-0.00021528058,0.00015175685,9.5401076e-05,-0.00013734525,0.00016248459,-6.996756e-05,6.967386e-05,0.00020197273,0.00011576775,-0.00012301374,-0.00030215195,0.99960655,-0.00052395667,-2.7192698e-05,0.00032274905,0.9973541
0.6762621,0.194736,0.49906626,0.91279155,0.4908324,0.1592008,0.4854577,0.4016884,0.08098179,0.8754488,0.9129044,0.8731213,0.99998057,-0.0031361412,-0.0025663748,0.0009313929,-0.001507387,0.00089926925,-0.0017971188,-0.00017773011,-0.00020345848,3.6189886e-05,-0.000104758314,4.0323386e-05,-0.00025984994,3.8666047e-05,0.0001342088,-0.000104490726,-0.00011862183,0.00033318478,0.0020015405,-2.462514e-05,-0.0003604195,1.3681274e-06,0.0030110423,0.00013498415,-1.286203e-05,-5.1599272e-06,-0.00034573185,0.000102829115,8.036554e-05,0.00014261222,0.00026184242,-0.00011241381,0.00018945281,-0.00021839677,0.00015958217,6.701806e-05,-0.00010229403,-7.343653e-05,-0.0003598484,0.99826884,-0.0015270025,-0.00030193623,1.7096514e-05,-0.005117053
0.18045,0.0028753201,0.4985776,0.96294683,0.1579381,0.26588765,0.15738006,-0.001638925,0.07270084,0.9346385,0.98336744,0.93221056,-0.0028062854,0.52687,-0.00030812307,0.0014745147,-0.0005940247,-0.0010515781,0.00032449537,-0.00022852793,-0.00014780396,-5.040274e-05,-0.0002245108,-1.0755553e-05,-0.00023849866,0.0003476294,-0.00013009773,3.1266914e-05,-0.00029481892,0.00028547033,1.873821e-05,-0.00025629663,-2.684621e-05,-4.450143e-05,-0.0004373958,-1.2048053e-05,-0.00026232147,-0.00018939885,0.00030908117,-2.082489e-05,-0.00035330863,-0.00010060796,0.00022541374,-0.0002720211,4.066358e-06,0.00011664149,-0.00012640543,0.00047119777,-8.5546126e-05,0.00010264211,3.756502e-05,0.9995196,-0.0010953739,-4.4639863e-05,1.4289362e-05,0.99994665
0.1749779,0.15808359,0.010544565,0.012681281,0.010411467,0.13543317,0.0048040305,-0.00435471,0.045055516,0.8625045,0.90022635,0.8555651,-0.0012060016,-0.0019005788,0.0034321141,0.0012109916,0.003061745,0.0017356041,0.0032087385,0.00019783006,-0.0001601312,6.609896e-05,-0.00022303143,0.00022780136,-0.00014446446,0.00020215339,-0.00023618997,5.3224503e-05,-0.00023275524,0.00015864246,0.99960047,0.00017610229,-0.00014909217,-0.00035152785,-0.00034387788,-0.00020721384,-0.00012461195,-4.5941124e-06,3.6109996e-05,5.4381067e-05,-7.61642e-05,9.02829e-05,9.3293755e-05,-0.0002736448,0.00031762652,-4.3516487e-05,-3.9978477e-06,-0.00033710484,0.00013047463,3.267353e-05,-0.00028906832,0.9996508,0.00050303334,-4.2586937e-05,0.0008665757,0.99999595
0.6280879,0.08309966,0.09694649,0.18165612,0.05563029,0.068058915,0.06675958,0.29263878,0.015495133,0.92741114,0.96192163,0.9223762,0.999613,-0.0043758564,0.006579175,0.02310854,0.0018369181,0.157722,0.111141615,-0.00013678602,5.2156392e-06,-5.4982607e-05,-0.0003419689,0.00050972233,-0.0006191523,0.0004377944,0.00014093208,0.00045396527,-0.00039399962,0.00014443668,0.0006421468,-0.0001517308,0.0004446326,-0.00028555634,0.9765964,-0.00031725314,0.00043133806,0.00034014758,-0.00049525115,0.000308903,-0.00023280783,-0.00025049553,-0.00011168352,-0.000740055,-0.0006252977,0.0001636893,0.00022649023,-7.3088755e-05,-0.000105076644,0.00017782307,-0.00019000068,0.16847831,-0.0017971197,-0.00042380297,0.0011600768,-0.017259663
0.6562238,-0.03547676,0.48807716,0.8998604,0.6297593,0.16183284,0.62872666,0.16158032,0.07872291,0.88418573,0.9197073,0.88893586,0.9999948,0.24515855,0.11047625,7.258786e-05,0.00092334877,0.002581742,-0.00049466913,4.081415e-05,-0.00013842306,-3.1497504e-05,-4.7515758e-05,1.0083168e-05,1.4647572e-05,0.00020899014,-0.00029157364,-0.00020848679,-2.7682254e-05,-0.00024303405,0.0032357182,0.0002270656,2.0324143e-05,4.6449233e-05,0.99982995,2.3516712e-05,-0.00021628378,-0.00014440584,-2.4968642e-05,-0.00030642928,-0.0001376403,0.0001400609,-0.00018887222,4.854027e-05,0.00014480113,-0.00018239525,-4.5418667e-05,-8.831252e-05,0.00010222425,-0.0001474482,0.00014300353,-0.002785506,0.0007161513,2.1924236e-05,-4.5827568e-05,-0.0028107278
0.65788776,0.25805837,0.50041205,0.9185815,0.56670064,0.16789362,0.56810856,0.36204928,0.082372166,0.87803054,0.9119637,0.8738444,0.99999696,0.48849285,0.1472682,0.1051101,-0.00079416094,-0.00026397244,-0.0068838564,0.00022302223,-8.776445e-05,0.00062142673,-0.00026787113,0.00019647271,-0.0003013892,0.00021674231,0.000104869905,1.9598956e-05,-0.00046006124,0.00013855459,0.0014515318,-0.00012068522,9.376894e-05,-4.843237e-05,0.00029548554,-2.061328e-05,0.00016084945,7.361386e-05,-0.00023269551,-0.0002271967,-0.00016971628,-0.0004954874,-0.000242609,-0.00020485434,0.00021651323,-0.00015517256,5.7028694e-05,8.9810055e-06,0.0003111774,1.4081568e-05,0.00029873924,0.99936855,0.00078343815,-0.00035048916,-0.0004871893,0.0024626579
0.71064997,0.22551559,0.5055172,0.91173446,0.9686346,0.21792762,0.9683922,0.39303836,0.0800662,0.86965525,0.8987969,0.8719531,0.9999998,0.502978,0.19103307,0.14254583,-0.00063323515,0.0015916296,0.000501512,0.0005890975,-0.00025372906,0.00014820835,-7.842522e-06,-0.00017769675,-2.5500638e-05,-0.0005412922,-0.00039437503,-0.00012236847,2.6307069e-05,-9.656414e-05,0.0028585077,0.00022789274,-0.00024787747,0.00010348974,0.9998687,0.00012774042,-0.00015159104,-0.00026965642,-0.0006833122,-0.00024493993,0.00026782768,5.3780146e-05,-0.00020920025,-5.4684642e-05,0.00022651625,9.949357e-05,-4.3589956e-05,0.00012105354,-0.00029780297,-0.0003876688,-8.028113e-05,0.013393182,-0.0012471473,0.000120605284,0.00033466588,-0.004702759
0.61248267,0.26235288,0.48127872,0.8951796,0.26056036,0.1968785,0.2691902,0.31091985,0.058466364,0.881837,0.9223859,0.88474107,0.9999792,0.29764068,-0.015553235,0.035340194,-0.0009467429,8.353195e-05,-0.00044570162,-0.00030726392,-0.00044996827,0.00037068976,-2.9494884e-05,-0.00031822347,-0.0004600349,-0.00027238647,6.3888525e-05,0.00032166447,0.00021645598,3.840511e-05,0.0034764183,0.00022822991,-0.00039108895,7.209362e-05,0.99927294,9.8670505e-05,0.0001483878,-0.00018797016,-0.00039715404,-0.0003986245,0.00022750953,0.00029777468,0.00034164762,-0.00032993214,0.00031691906,0.00016089229,-2.6430425e-05,0.00060893514,-0.00014961942,-0.0003684938,-7.255615e-05,0.0072600367,-0.00037184262,-0.00026028138,-0.00028878095,-0.0012848724
